1696715149575,222.000000,POST,200
1696715149575,222.000000,POST,200
1696715149575,222.000000,POST,200
1696715149575,222.000000,POST,200
1696715149575,222.000000,POST,200
1696715149575,222.000000,POST,200
1696715149575,222.000000,POST,200
1696715149574,223.000000,POST,200
1696715149575,222.000000,POST,200
1696715149574,223.000000,POST,200
1696715149797,34.000000,POST,200
1696715149797,34.000000,POST,200
1696715149797,34.000000,POST,200
1696715149797,40.000000,POST,200
1696715149798,41.000000,POST,200
1696715149798,59.000000,POST,200
1696715149797,66.000000,POST,200
1696715149798,66.000000,POST,200
1696715149831,33.000000,POST,200
1696715149831,33.000000,POST,200
1696715149798,68.000000,POST,200
1696715149831,35.000000,POST,200
1696715149798,70.000000,POST,200
1696715149837,34.000000,POST,200
1696715149839,33.000000,POST,200
1696715149857,31.000000,POST,200
1696715149863,25.000000,POST,200
1696715149864,25.000000,POST,200
1696715149864,31.000000,POST,200
1696715149864,31.000000,POST,200
1696715149866,30.000000,POST,200
1696715149866,30.000000,POST,200
1696715149871,26.000000,POST,200
1696715149868,33.000000,POST,200
1696715149872,30.000000,POST,200
1696715149888,23.000000,POST,200
1696715149889,23.000000,POST,200
1696715149888,30.000000,POST,200
1696715149896,29.000000,POST,200
1696715149895,30.000000,POST,200
1696715149896,30.000000,POST,200
1696715149895,31.000000,POST,200
1696715149901,27.000000,POST,200
1696715149897,31.000000,POST,200
1696715149911,24.000000,POST,200
1696715149902,37.000000,POST,200
1696715149912,30.000000,POST,200
1696715149918,29.000000,POST,200
1696715149925,22.000000,POST,200
1696715149926,29.000000,POST,200
1696715149926,29.000000,POST,200
1696715149925,30.000000,POST,200
1696715149928,28.000000,POST,200
1696715149928,32.000000,POST,200
1696715149935,30.000000,POST,200
1696715149939,30.000000,POST,200
1696715149947,25.000000,POST,200
1696715149942,30.000000,POST,200
1696715149947,29.000000,POST,200
1696715149955,29.000000,POST,200
1696715149955,31.000000,POST,200
1696715149956,30.000000,POST,200
1696715149955,31.000000,POST,200
1696715149960,28.000000,POST,200
1696715149965,26.000000,POST,200
1696715149972,22.000000,POST,200
1696715149969,27.000000,POST,200
1696715149972,26.000000,POST,200
1696715149976,31.000000,POST,200
1696715149984,31.000000,POST,200
1696715149986,29.000000,POST,200
1696715149986,29.000000,POST,200
1696715149986,30.000000,POST,200
1696715149991,26.000000,POST,200
1696715149988,29.000000,POST,200
1696715149994,26.000000,POST,200
1696715149998,22.000000,POST,200
1696715149996,27.000000,POST,200
1696715150008,28.000000,POST,200
1696715150017,25.000000,POST,200
1696715150016,26.000000,POST,200
1696715150015,27.000000,POST,200
1696715150016,26.000000,POST,200
1696715150015,27.000000,POST,200
1696715150020,29.000000,POST,200
1696715150017,32.000000,POST,200
1696715150020,29.000000,POST,200
1696715150023,28.000000,POST,200
1696715150042,24.000000,POST,200
1696715150036,30.000000,POST,200
1696715150042,24.000000,POST,200
1696715150042,25.000000,POST,200
1696715150042,25.000000,POST,200
1696715150049,25.000000,POST,200
1696715150049,25.000000,POST,200
1696715150042,32.000000,POST,200
1696715150049,25.000000,POST,200
1696715150051,31.000000,POST,200
1696715150066,25.000000,POST,200
1696715150066,26.000000,POST,200
1696715150067,25.000000,POST,200
1696715150067,25.000000,POST,200
1696715150066,29.000000,POST,200
1696715150074,33.000000,POST,200
1696715150074,35.000000,POST,200
1696715150074,35.000000,POST,200
1696715150074,35.000000,POST,200
1696715150082,33.000000,POST,200
1696715150092,53.000000,POST,200
1696715150092,53.000000,POST,200
1696715150095,50.000000,POST,200
1696715150092,54.000000,POST,200
1696715150092,54.000000,POST,200
1696715150109,37.000000,POST,200
1696715150109,37.000000,POST,200
1696715150107,39.000000,POST,200
1696715150109,37.000000,POST,200
1696715150115,32.000000,POST,200
1696715150145,24.000000,POST,200
1696715150145,25.000000,POST,200
1696715150145,25.000000,POST,200
1696715150146,25.000000,POST,200
1696715150146,31.000000,POST,200
1696715150146,31.000000,POST,200
